feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,label
0.0,0.0,0.0,-0.016817,-0.340831,-0.088669,0.094845,-0.620094,-0.138169,0.269084,-0.756324,-0.161824,0.397889,-0.833458,-0.17996,0.232467,-0.389145,-0.220307,0.481743,-0.602372,-0.30129,0.626954,-0.707477,-0.342512,0.740643,-0.79258,-0.364015,0.332415,-0.233904,-0.188625,0.52015,-0.604056,-0.245071,0.595185,-0.833941,-0.244406,0.652685,-1.0,-0.240581,0.398487,-0.130087,-0.153965,0.488163,-0.47454,-0.193495,0.463618,-0.580522,-0.15954,0.427604,-0.610262,-0.125876,0.435235,-0.067383,-0.126421,0.489728,-0.365883,-0.159857,0.458018,-0.480853,-0.139069,0.421658,-0.520044,-0.111078,0.0,0.0,0.0,0.180337,-0.152886,-0.102052,0.364252,-0.218128,-0.180437,0.507961,-0.275374,-0.255266,0.6624,-0.323035,-0.345558,0.205835,-0.106962,-0.199384,0.253818,-0.063153,-0.295348,0.298554,-0.012754,-0.395986,0.353267,0.040429,-0.470623,0.025064,0.010869,-0.210983,0.065857,0.087171,-0.276563,0.063035,0.137511,-0.342001,0.06956,0.171268,-0.417329,-0.129733,0.108429,-0.222688,-0.119682,0.185312,-0.303783,-0.127079,0.232197,-0.32878,-0.120838,0.267068,-0.363609,-0.260794,0.179954,-0.243888,-0.303554,0.292006,-0.298745,-0.326889,0.38558,-0.281941,-0.3376,0.4592,-0.283843,THANK_YOU
0.250504,0.233089,0.164818,0.170276,0.685528,0.705193,0.871137,0.861844,0.574806,0.488476,0.682116,0.839224,0.126234,0.440573,0.379798,0.386997,0.834278,0.146507,0.149223,0.379551,0.163848,0.567852,0.183785,0.564772,0.32836,0.659193,0.880691,0.498623,0.782164,0.239543,0.835566,0.224238,0.43783,0.869362,0.610845,0.373014,0.40444,0.753034,0.492235,0.637461,0.747437,0.392381,0.297716,0.647449,0.418643,0.467103,0.797121,0.309027,0.705323,0.502174,0.532422,0.670407,0.469608,0.315462,0.740401,0.517826,0.336047,0.449667,0.398004,0.830718,0.174096,0.700876,0.522361,0.472642,0.594605,0.191257,0.823388,0.737021,0.694749,0.570445,0.837776,0.288869,0.371884,0.776654,0.601276,0.123203,0.522211,0.279361,0.813225,0.722122,0.736234,0.30078,0.892843,0.707824,0.753698,0.496802,0.120637,0.688808,0.497164,0.205498,0.250627,0.101558,0.302446,0.843299,0.714508,0.140931,0.298267,0.357311,0.777365,0.154759,0.795664,0.508166,0.311797,0.525707,0.765248,0.456489,0.219455,0.160623,0.180016,0.354769,0.651666,0.323296,0.134669,0.305066,0.183425,0.121245,0.435295,0.586468,0.270879,0.140346,0.593469,0.705732,0.219129,0.665087,0.188723,0.215793,THANK_YOU
0.0,0.0,0.0,-0.008242,-0.256173,-0.08244,-0.079554,-0.499127,-0.130958,-0.144368,-0.680482,-0.170881,-0.173981,-0.858043,-0.216073,-0.255572,-0.357906,-0.131181,-0.398403,-0.374671,-0.200852,-0.487612,-0.371718,-0.255207,-0.576896,-0.375726,-0.297346,-0.282559,-0.192909,-0.138988,-0.438594,-0.196546,-0.196192,-0.540417,-0.195808,-0.242657,-0.633324,-0.198006,-0.286738,-0.274516,-0.03319,-0.1525,-0.41377,-0.029495,-0.213979,-0.500109,-0.028349,-0.240137,-0.579749,-0.042947,-0.264159,-0.243292,0.117776,-0.172489,-0.343623,0.141957,-0.227474,-0.398541,0.136684,-0.241584,-0.449544,0.120042,-0.253984,0.0,0.0,0.0,0.00071,-0.360013,-0.0323,-0.177586,-0.650598,-0.06513,-0.37537,-0.798372,-0.080862,-0.527528,-0.862479,-0.101303,-0.244787,-0.4961,-0.19904,-0.483381,-0.729615,-0.23834,-0.602733,-0.867459,-0.243272,-0.681667,-0.975735,-0.244025,-0.339092,-0.290306,-0.193783,-0.573269,-0.518852,-0.210871,-0.586596,-0.645169,-0.180928,-0.549861,-0.696779,-0.167457,-0.398477,-0.10962,-0.176989,-0.609842,-0.346999,-0.173594,-0.58075,-0.461545,-0.126258,-0.514665,-0.493799,-0.103428,-0.425569,0.024265,-0.161244,-0.582792,-0.180436,-0.151019,-0.560383,-0.271033,-0.112028,-0.508165,-0.287578,-0.08858,THANK_YOU
0.406354,0.113101,0.662391,0.448846,0.839523,0.287879,0.358893,0.737916,0.307528,0.349,0.287668,0.65247,0.445844,0.873591,0.705623,0.205394,0.193476,0.469907,0.826327,0.50243,0.838737,0.483831,0.206443,0.424134,0.31724,0.596856,0.612852,0.280018,0.677082,0.519591,0.748158,0.587861,0.743593,0.891416,0.490672,0.113136,0.517907,0.277265,0.6765,0.732011,0.302479,0.16073,0.661383,0.71767,0.431072,0.170788,0.452197,0.155904,0.151328,0.394323,0.512452,0.871683,0.251488,0.590537,0.18285,0.387727,0.407918,0.481218,0.136483,0.398979,0.816641,0.717484,0.142414,0.675046,0.319134,0.497915,0.322902,0.466414,0.709029,0.454147,0.830934,0.213075,0.743723,0.569992,0.842689,0.898968,0.162644,0.635755,0.110042,0.893288,0.135206,0.599239,0.554122,0.14799,0.797299,0.783378,0.59278,0.881779,0.611314,0.648762,0.347777,0.547266,0.607561,0.431378,0.362343,0.404665,0.386292,0.517812,0.605026,0.59479,0.571048,0.380317,0.466101,0.263509,0.568235,0.212606,0.292836,0.783198,0.344767,0.145629,0.310024,0.60745,0.452599,0.853425,0.476314,0.681002,0.68119,0.898256,0.361714,0.358647,0.334238,0.188724,0.623995,0.859333,0.168976,0.769514,THANK_YOU
0.246318,0.305607,0.483734,0.521266,0.366299,0.744952,0.732243,0.502057,0.289478,0.378289,0.333599,0.652378,0.734922,0.411081,0.259936,0.537798,0.215795,0.388756,0.233295,0.751863,0.316112,0.450972,0.404249,0.30636,0.496599,0.464618,0.403028,0.332156,0.251005,0.233247,0.713996,0.469401,0.782168,0.352726,0.117253,0.763559,0.538502,0.383112,0.437675,0.164005,0.817766,0.730346,0.859055,0.367757,0.709798,0.690916,0.850039,0.747993,0.311128,0.639833,0.272901,0.645498,0.859238,0.387985,0.627104,0.198555,0.147417,0.315712,0.121604,0.213624,0.414428,0.483445,0.567058,0.804689,0.203012,0.229758,0.844494,0.869294,0.342419,0.275986,0.293128,0.148882,0.855184,0.249095,0.313534,0.13864,0.38037,0.228774,0.444091,0.262124,0.818085,0.46365,0.837289,0.67595,0.176669,0.836726,0.718549,0.613562,0.256815,0.35966,0.624274,0.776918,0.356603,0.862261,0.674874,0.65201,0.556385,0.213548,0.350588,0.709045,0.523533,0.410297,0.232059,0.370316,0.479777,0.220528,0.40413,0.24393,0.20492,0.514093,0.139502,0.22813,0.108763,0.12449,0.422017,0.358408,0.637879,0.730101,0.320296,0.338764,0.41294,0.407992,0.707838,0.715812,0.823232,0.126407,THANK_YOU
0.0,0.0,0.0,0.203672,-0.312569,-0.041829,0.523938,-0.43681,-0.090258,0.794428,-0.375102,-0.1297,0.973876,-0.272589,-0.157857,0.391796,-0.426741,-0.226025,0.776866,-0.35794,-0.303,0.924823,-0.297528,-0.307141,1.0,-0.243949,-0.298095,0.34735,-0.135803,-0.244164,0.763416,-0.04458,-0.335501,0.798804,-0.052653,-0.315732,0.732053,-0.058474,-0.288161,0.311779,0.152477,-0.256357,0.699426,0.260642,-0.335955,0.724954,0.212842,-0.289181,0.654062,0.171538,-0.239081,0.288482,0.402005,-0.269195,0.609785,0.517118,-0.320535,0.679519,0.442963,-0.296886,0.65068,0.365156,-0.270846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THANK_YOU
0.449365,0.621385,0.781364,0.532715,0.468707,0.638313,0.164514,0.879019,0.2705,0.136755,0.566798,0.41225,0.260163,0.612299,0.652329,0.874519,0.865595,0.561676,0.57919,0.495576,0.750355,0.144007,0.549532,0.457938,0.20392,0.820069,0.686025,0.845758,0.882977,0.658188,0.801814,0.297501,0.412735,0.268194,0.596958,0.642092,0.128809,0.124962,0.164479,0.623504,0.272176,0.608256,0.744968,0.16746,0.500382,0.885282,0.40114,0.139681,0.545369,0.513026,0.388645,0.66783,0.460632,0.521469,0.665488,0.224564,0.286636,0.699265,0.53654,0.719989,0.515982,0.612795,0.231853,0.80094,0.870409,0.486831,0.561795,0.282153,0.769162,0.890698,0.597691,0.585879,0.11116,0.51021,0.254243,0.20988,0.759728,0.822589,0.209613,0.506294,0.746473,0.419858,0.29716,0.654441,0.168804,0.319346,0.364606,0.459571,0.373443,0.219136,0.746313,0.810677,0.226133,0.806202,0.537532,0.298063,0.787504,0.674818,0.155453,0.812663,0.247147,0.203126,0.801819,0.333742,0.521024,0.355678,0.528829,0.337111,0.782529,0.78929,0.72572,0.814932,0.489383,0.230524,0.468638,0.79273,0.421969,0.635365,0.871102,0.23916,0.691354,0.230495,0.541435,0.290787,0.730282,0.329605,THANK_YOU
0.0,0.0,0.0,-0.096662,0.12419,-0.052458,-0.109664,0.302169,-0.090867,-0.102732,0.447118,-0.122991,-0.064784,0.565224,-0.154448,0.125355,0.474647,-0.093502,0.206447,0.740482,-0.133573,0.212988,0.874243,-0.156269,0.211698,0.971367,-0.169015,0.227853,0.437801,-0.093057,0.297045,0.734243,-0.119236,0.295083,0.890742,-0.136951,0.27737,1.0,-0.153022,0.307802,0.372392,-0.095913,0.371812,0.646503,-0.116914,0.374092,0.816246,-0.138012,0.359497,0.941967,-0.158198,0.371336,0.287303,-0.101379,0.450641,0.481171,-0.123437,0.486719,0.611772,-0.13552,0.50479,0.715604,-0.145854,0.0,0.0,0.0,0.040474,-0.257527,0.011603,0.000229,-0.531308,0.007046,-0.050465,-0.737367,-0.003785,-0.051684,-0.893678,-0.01941,-0.03232,-0.609573,-0.028181,-0.158209,-0.822251,-0.073086,-0.242593,-0.926304,-0.104148,-0.308478,-1.0,-0.121759,-0.094432,-0.518827,-0.057589,-0.253066,-0.740884,-0.086133,-0.332427,-0.78124,-0.093775,-0.376777,-0.776364,-0.101008,-0.15718,-0.400186,-0.08661,-0.301561,-0.583976,-0.114484,-0.367964,-0.631653,-0.108281,-0.397647,-0.650239,-0.104752,-0.217427,-0.263053,-0.113773,-0.330656,-0.394264,-0.130518,-0.366467,-0.424379,-0.117341,-0.384165,-0.430793,-0.106293,THANK_YOU
0.595787,0.689623,0.194833,0.339645,0.251301,0.450875,0.778247,0.545883,0.410956,0.839221,0.831954,0.59934,0.746178,0.644411,0.569521,0.537826,0.271592,0.273658,0.813329,0.790808,0.464487,0.317851,0.680102,0.196928,0.597705,0.203119,0.809121,0.450921,0.731248,0.77729,0.419412,0.304854,0.483068,0.217524,0.522576,0.381046,0.887625,0.354988,0.313949,0.234877,0.100724,0.185427,0.312479,0.156501,0.404962,0.459683,0.171127,0.618093,0.141653,0.152857,0.74895,0.307245,0.465551,0.871703,0.484086,0.48373,0.549687,0.888682,0.608595,0.756489,0.6078,0.546157,0.252969,0.342669,0.376257,0.433519,0.242166,0.318172,0.171251,0.257167,0.525708,0.162024,0.816843,0.657752,0.358134,0.571555,0.167337,0.706399,0.31099,0.794534,0.64736,0.559119,0.524965,0.879753,0.31572,0.538252,0.351672,0.146182,0.355777,0.837511,0.688245,0.800067,0.25029,0.817456,0.877453,0.81372,0.15938,0.894201,0.892241,0.123163,0.461044,0.389427,0.491985,0.742825,0.514973,0.280617,0.798663,0.642166,0.32644,0.722068,0.696008,0.292859,0.679532,0.435318,0.857783,0.340701,0.581796,0.732487,0.538786,0.637288,0.427062,0.844177,0.576189,0.276515,0.395109,0.827417,THANK_YOU
0.0,0.0,0.0,-0.024307,-0.265795,-0.069077,-0.075531,-0.487158,-0.140232,-0.088363,-0.640756,-0.212593,-0.0928,-0.785636,-0.279989,-0.402067,-0.560193,-0.162941,-0.317358,-0.594571,-0.304173,-0.146295,-0.522003,-0.394893,-0.048176,-0.466801,-0.442486,-0.433613,-0.311062,-0.191092,-0.281652,-0.278509,-0.311659,-0.092863,-0.237975,-0.343787,0.004383,-0.228502,-0.360854,-0.403438,-0.05229,-0.22831,-0.236008,-0.00128,-0.343557,-0.073583,-0.007269,-0.334239,0.011292,-0.025976,-0.315446,-0.334953,0.176816,-0.271877,-0.198243,0.214364,-0.33576,-0.07298,0.17921,-0.31479,-0.005574,0.14039,-0.290747,0.0,0.0,0.0,-0.155118,-0.202423,0.007612,-0.405429,-0.294052,-0.015708,-0.604611,-0.276622,-0.042842,-0.727452,-0.171931,-0.08866,-0.508575,-0.410738,-0.102857,-0.780628,-0.19084,-0.168483,-0.903343,-0.009162,-0.213189,-0.977782,0.134441,-0.240296,-0.463086,-0.276808,-0.147009,-0.75731,-0.082565,-0.189525,-0.902591,0.080037,-0.215805,-1.0,0.224681,-0.242374,-0.412179,-0.095406,-0.184737,-0.694022,0.059042,-0.236276,-0.85445,0.180981,-0.25318,-0.960271,0.27753,-0.265883,-0.361428,0.125972,-0.217023,-0.605267,0.236945,-0.274814,-0.747974,0.303723,-0.281694,-0.849768,0.358284,-0.279866,THANK_YOU
0.0,0.0,0.0,0.161299,-0.128164,-0.009942,0.247966,-0.331908,-0.016308,0.315573,-0.466279,-0.03299,0.392796,-0.567691,-0.051368,0.167436,-0.571135,0.008065,0.205494,-0.780677,-0.045315,0.265766,-0.887884,-0.089703,0.326592,-0.973654,-0.120668,0.118239,-0.558646,-0.026721,0.151421,-0.790616,-0.078348,0.225915,-0.905334,-0.118841,0.29717,-1.0,-0.146883,0.069058,-0.511842,-0.070293,0.094168,-0.73545,-0.124676,0.165344,-0.844897,-0.152773,0.235195,-0.926532,-0.168359,0.024449,-0.436595,-0.116972,0.045062,-0.607016,-0.162656,0.10249,-0.699105,-0.181825,0.163104,-0.767304,-0.193476,0.0,0.0,0.0,-0.12164,-0.146423,-0.029349,-0.179286,-0.375837,-0.044557,-0.216355,-0.545824,-0.065315,-0.264426,-0.679637,-0.085937,-0.116538,-0.564923,0.003733,-0.143589,-0.765927,-0.042828,-0.175187,-0.891091,-0.088464,-0.216969,-1.0,-0.12288,-0.063507,-0.550755,-0.016396,-0.089702,-0.758684,-0.066082,-0.135769,-0.882272,-0.109043,-0.192331,-0.98143,-0.137375,-0.009007,-0.494654,-0.045772,-0.019862,-0.694203,-0.093338,-0.058708,-0.807236,-0.124627,-0.109215,-0.898743,-0.142758,0.044049,-0.404443,-0.079387,0.035244,-0.561631,-0.120804,0.006713,-0.662926,-0.141713,-0.028891,-0.74418,-0.154276,THANK_YOU
0.0,0.0,0.0,0.11953,0.240135,0.024088,0.138699,0.492679,0.045232,0.113273,0.668952,0.058546,0.084464,0.773473,0.070125,0.040328,0.524977,0.035079,0.014725,0.738966,0.036466,0.011046,0.859089,0.032665,0.01093,0.964315,0.027432,-0.068934,0.512736,0.01564,-0.117639,0.725893,0.013085,-0.137043,0.865513,-0.003141,-0.148517,1.0,-0.017721,-0.156373,0.48222,-0.003741,-0.204765,0.654923,-0.022386,-0.222586,0.767305,-0.051653,-0.223017,0.870591,-0.071622,-0.223032,0.444196,-0.018795,-0.301884,0.517328,-0.030634,-0.340921,0.567346,-0.040417,-0.362343,0.612424,-0.048102,0.0,0.0,0.0,-0.250981,-0.255339,0.045768,-0.521526,-0.456196,0.049553,-0.74509,-0.560342,0.037049,-0.913852,-0.586782,0.017016,-0.528074,-0.592786,-0.001583,-0.783159,-0.647272,-0.053478,-0.903916,-0.621413,-0.100119,-1.0,-0.609317,-0.136573,-0.499238,-0.532028,-0.061413,-0.732188,-0.570815,-0.091313,-0.828251,-0.550204,-0.121743,-0.903659,-0.537445,-0.155864,-0.465427,-0.385395,-0.119828,-0.668705,-0.439458,-0.168202,-0.756437,-0.416064,-0.20269,-0.817771,-0.380859,-0.23858,-0.427596,-0.164887,-0.17138,-0.543357,-0.04772,-0.238112,-0.620821,0.054438,-0.269744,-0.692078,0.171698,-0.293624,THANK_YOU
0.610802,0.737112,0.127641,0.283856,0.350416,0.503013,0.293236,0.105435,0.155897,0.193488,0.780067,0.182113,0.267716,0.439388,0.772599,0.565188,0.662511,0.406055,0.534682,0.223358,0.203876,0.411807,0.469449,0.413901,0.894092,0.392053,0.3077,0.203592,0.182155,0.735483,0.575257,0.797385,0.618699,0.497413,0.335768,0.167364,0.708554,0.681957,0.709323,0.129763,0.482939,0.670368,0.212088,0.438256,0.584597,0.796617,0.556459,0.424697,0.62948,0.751755,0.104376,0.524233,0.246611,0.178542,0.74732,0.267852,0.158494,0.250607,0.638286,0.154961,0.302505,0.190222,0.422366,0.769561,0.423605,0.856547,0.536592,0.233529,0.877505,0.38887,0.150881,0.603743,0.344711,0.551937,0.610778,0.537017,0.140395,0.719147,0.10645,0.821873,0.781736,0.342455,0.512153,0.62,0.746486,0.731745,0.323881,0.819977,0.755519,0.864214,0.36347,0.459258,0.555085,0.82229,0.211477,0.771459,0.599568,0.364774,0.630411,0.194354,0.740888,0.878392,0.764433,0.140845,0.534247,0.774321,0.664581,0.735797,0.781797,0.128932,0.736349,0.5918,0.499744,0.60036,0.885322,0.680047,0.549075,0.146238,0.429701,0.500833,0.394377,0.778093,0.257118,0.809398,0.248623,0.520293,THANK_YOU
0.132844,0.385052,0.674446,0.476297,0.407401,0.158579,0.787723,0.583615,0.751256,0.786777,0.623365,0.202132,0.510912,0.294157,0.732905,0.201292,0.342459,0.355129,0.319927,0.838077,0.336459,0.677374,0.64146,0.652552,0.644507,0.57322,0.222119,0.376774,0.671939,0.500318,0.724776,0.286271,0.143484,0.198151,0.225375,0.851231,0.858694,0.629573,0.663977,0.260568,0.759508,0.618132,0.807579,0.629794,0.705866,0.65248,0.551882,0.709197,0.45935,0.314986,0.71132,0.874185,0.685599,0.413075,0.393024,0.438468,0.229342,0.421855,0.658469,0.88557,0.305254,0.139178,0.807564,0.391185,0.230676,0.881977,0.602096,0.684196,0.266561,0.598418,0.277958,0.325278,0.629418,0.18389,0.427102,0.347189,0.750253,0.403334,0.287181,0.107638,0.480923,0.177131,0.244563,0.630574,0.113967,0.163437,0.246024,0.851552,0.203495,0.636332,0.387371,0.71584,0.782101,0.515694,0.794733,0.694493,0.120756,0.313914,0.728441,0.591637,0.734899,0.898716,0.662039,0.403804,0.39458,0.332302,0.340924,0.36714,0.57922,0.331888,0.537356,0.240584,0.880168,0.665744,0.21478,0.677424,0.258431,0.811923,0.700466,0.631437,0.570627,0.89373,0.481278,0.649343,0.182403,0.260068,THANK_YOU
0.375108,0.576599,0.812668,0.754192,0.496293,0.182817,0.891746,0.775684,0.450907,0.409279,0.670053,0.878503,0.76904,0.72924,0.636349,0.65953,0.180002,0.670176,0.115622,0.291909,0.123331,0.346848,0.530571,0.169742,0.536825,0.740378,0.68329,0.547352,0.32984,0.552094,0.698586,0.363898,0.896328,0.207135,0.537839,0.180414,0.440534,0.423243,0.581243,0.658006,0.208037,0.565179,0.769697,0.304906,0.277861,0.861995,0.67042,0.275782,0.530484,0.63167,0.605595,0.457064,0.896241,0.888126,0.80323,0.421736,0.657797,0.135432,0.183877,0.6581,0.813002,0.522308,0.76741,0.441124,0.266266,0.245903,0.50315,0.620464,0.515749,0.418706,0.780811,0.856148,0.750504,0.121358,0.311291,0.818612,0.290096,0.311777,0.778321,0.403698,0.615724,0.600258,0.338737,0.670537,0.41958,0.227392,0.669164,0.38842,0.51491,0.889267,0.128254,0.471391,0.700121,0.59063,0.198421,0.36576,0.782769,0.631894,0.373691,0.100644,0.422329,0.590461,0.678635,0.112294,0.311738,0.569216,0.490959,0.699738,0.514668,0.192878,0.382186,0.53387,0.800446,0.646429,0.578203,0.52132,0.515264,0.253785,0.317088,0.71567,0.576596,0.669525,0.551098,0.242518,0.189424,0.574455,WATER
0.583462,0.822662,0.800666,0.348265,0.183893,0.690743,0.686306,0.25767,0.827695,0.252159,0.2463,0.346248,0.898745,0.572329,0.64069,0.589964,0.185969,0.356552,0.182621,0.425008,0.382625,0.502488,0.345016,0.237986,0.60853,0.232552,0.248973,0.450759,0.109365,0.285856,0.219931,0.684674,0.186038,0.146312,0.342905,0.449413,0.830622,0.851052,0.330987,0.181076,0.49113,0.876303,0.549502,0.263336,0.422045,0.70107,0.827407,0.531579,0.437461,0.451572,0.898592,0.733698,0.39856,0.208277,0.463894,0.562631,0.727392,0.174562,0.448799,0.817486,0.212524,0.237678,0.852878,0.619285,0.219685,0.499445,0.38308,0.83128,0.880855,0.650358,0.678639,0.791255,0.715226,0.586854,0.552669,0.704818,0.291744,0.50705,0.476694,0.167054,0.363153,0.606529,0.853666,0.793985,0.388959,0.4494,0.618834,0.856095,0.721572,0.541831,0.282061,0.46336,0.765461,0.124177,0.150713,0.529443,0.145351,0.427922,0.472398,0.297854,0.770653,0.712339,0.295727,0.800955,0.738426,0.672199,0.15207,0.799263,0.468979,0.730084,0.151001,0.722965,0.228611,0.181283,0.666173,0.621138,0.323675,0.801894,0.646266,0.110511,0.876925,0.818294,0.712425,0.836856,0.728424,0.780262,WATER
0.512145,0.402392,0.848353,0.338008,0.15575,0.177315,0.862331,0.476086,0.846337,0.338886,0.593458,0.528842,0.635609,0.189747,0.287991,0.57242,0.286323,0.237106,0.354927,0.604284,0.416229,0.728926,0.891407,0.414362,0.567108,0.389103,0.791668,0.107601,0.659009,0.760198,0.148635,0.146259,0.549886,0.889415,0.51061,0.667185,0.121216,0.625273,0.160837,0.150295,0.24705,0.511061,0.638874,0.571679,0.519723,0.56847,0.216338,0.422185,0.618491,0.621089,0.254932,0.858486,0.116835,0.733592,0.813756,0.610093,0.383198,0.14178,0.342297,0.201724,0.836101,0.391766,0.572669,0.762697,0.11986,0.89339,0.720204,0.473684,0.214308,0.67567,0.621286,0.630212,0.480543,0.882487,0.358893,0.440492,0.261231,0.572627,0.535628,0.320355,0.61303,0.691093,0.607083,0.403069,0.724648,0.455673,0.682925,0.740206,0.825001,0.381943,0.810428,0.446692,0.335548,0.611875,0.503738,0.803256,0.65018,0.363236,0.666089,0.20036,0.821424,0.564762,0.63408,0.859845,0.125985,0.687751,0.392927,0.257336,0.421635,0.777633,0.833089,0.516878,0.461717,0.438934,0.504625,0.385014,0.639879,0.71915,0.615479,0.736256,0.52222,0.844163,0.812587,0.350543,0.522524,0.519846,WATER
0.620386,0.787124,0.238494,0.882622,0.275202,0.693445,0.73457,0.68486,0.876559,0.348275,0.327274,0.652862,0.558987,0.302648,0.411814,0.278623,0.138467,0.252272,0.824451,0.453945,0.690782,0.149585,0.280556,0.759379,0.238451,0.447158,0.297557,0.736018,0.840226,0.749551,0.520832,0.623285,0.168361,0.430009,0.656679,0.530958,0.436061,0.817935,0.757616,0.64938,0.782971,0.77244,0.672784,0.62719,0.585336,0.384146,0.165298,0.22954,0.147353,0.596028,0.582665,0.226043,0.495409,0.497201,0.536331,0.524248,0.17509,0.613542,0.464168,0.365285,0.591307,0.849181,0.74977,0.517435,0.620696,0.643106,0.193676,0.501745,0.332976,0.765512,0.654443,0.699331,0.589085,0.138349,0.481748,0.610441,0.748182,0.513843,0.435468,0.807049,0.718601,0.866108,0.873826,0.201279,0.551133,0.489261,0.230883,0.655859,0.491699,0.738324,0.750344,0.109655,0.442995,0.617487,0.824175,0.88251,0.784845,0.546271,0.81231,0.508982,0.476235,0.103805,0.629333,0.477648,0.601138,0.746494,0.354597,0.362134,0.813136,0.104857,0.763973,0.192389,0.487567,0.809239,0.40245,0.46777,0.601083,0.21034,0.390639,0.476446,0.592188,0.608866,0.838096,0.333852,0.457404,0.47531,WATER
0.182757,0.527248,0.438246,0.862589,0.224548,0.258009,0.360803,0.855401,0.694673,0.660666,0.388634,0.731863,0.658049,0.558017,0.382178,0.56599,0.767505,0.269148,0.212599,0.240268,0.325755,0.547226,0.561684,0.308009,0.499437,0.694036,0.130249,0.658678,0.648495,0.183501,0.502536,0.534534,0.807642,0.689954,0.199778,0.30732,0.845457,0.368282,0.22716,0.638977,0.694205,0.784003,0.626526,0.483388,0.162058,0.357648,0.132562,0.163866,0.684818,0.711216,0.829293,0.685174,0.125946,0.720019,0.303259,0.32113,0.488946,0.70338,0.766314,0.742522,0.262548,0.683785,0.446823,0.141778,0.506185,0.662174,0.6855,0.333264,0.339293,0.643539,0.795309,0.497127,0.492545,0.154784,0.770674,0.380233,0.710331,0.103339,0.186217,0.408793,0.876571,0.323357,0.322057,0.760557,0.323694,0.513442,0.156573,0.211233,0.147593,0.264594,0.156488,0.195016,0.547397,0.673507,0.639197,0.12339,0.491186,0.2693,0.237311,0.56678,0.311529,0.60551,0.423414,0.377033,0.886329,0.843999,0.129532,0.49802,0.791519,0.562866,0.258002,0.417956,0.75418,0.383348,0.793363,0.299741,0.316175,0.521939,0.364032,0.864167,0.4991,0.869909,0.809904,0.605426,0.503932,0.78337,WATER
0.801041,0.897404,0.463621,0.572827,0.283729,0.793007,0.293702,0.223555,0.235268,0.349151,0.17184,0.436775,0.427517,0.20571,0.276042,0.522776,0.598315,0.367447,0.382014,0.696945,0.860858,0.576747,0.294433,0.785464,0.355704,0.197094,0.251111,0.721643,0.344067,0.68794,0.796672,0.309528,0.245073,0.242085,0.159083,0.322552,0.75282,0.293827,0.490798,0.494482,0.417829,0.384135,0.267936,0.773602,0.432632,0.899317,0.374256,0.69804,0.210696,0.629383,0.843897,0.398004,0.135867,0.423688,0.781135,0.581155,0.795883,0.468878,0.474076,0.592289,0.25542,0.33817,0.155415,0.126534,0.552788,0.667237,0.558133,0.450042,0.270777,0.765515,0.374839,0.725618,0.451923,0.583302,0.51584,0.782423,0.376629,0.826569,0.89674,0.6551,0.387578,0.420937,0.617233,0.71506,0.729654,0.304587,0.142898,0.743608,0.731534,0.245421,0.704721,0.144635,0.36326,0.849248,0.584848,0.40527,0.356144,0.397651,0.799858,0.702968,0.165192,0.464226,0.877573,0.445748,0.609483,0.79309,0.5464,0.574662,0.405888,0.625819,0.486333,0.465636,0.642925,0.802644,0.671543,0.784964,0.670319,0.895988,0.644321,0.300433,0.138694,0.875519,0.413063,0.412424,0.586979,0.538936,WATER
